WKT,Stratum,#,Municipality,Barangay,Barangay,Longitude,Latitude
POINT (120.6679477 18.1086048),2354,1354,Dingras,Cali,120.6679477,18.1086048,
POINT (120.6679336 18.1071867),2355,1355,Dingras,Cali,120.6679336,18.1071867,
POINT (120.6666578 18.10363),2356,1356,Dingras,Cali,120.6666578,18.10363,
POINT (120.6670451 18.1022996),2357,1357,Dingras,Cali,120.6670451,18.1022996,
POINT (120.669796 18.0998103),2358,1358,Dingras,Cali,120.669796,18.0998103,
POINT (120.6682397 18.1007634),2359,1359,Dingras,Cali,120.6682397,18.1007634,
POINT (120.71849806 18.10963036),2360,1360,Dingras,Peralta,120.7184981,18.10963036,
POINT (120.71596131 18.10792556),2361,1361,Dingras,Peralta,120.7159613,18.10792556,
POINT (120.70525387 18.1137648),2362,1362,Dingras,Peralta,120.7052539,18.1137648,
POINT (120.71040076 18.11182639),2363,1363,Dingras,Peralta,120.7104008,18.11182639,
POINT (120.71048795 18.11210289),2364,1364,Dingras,Peralta,120.710488,18.11210289,
POINT (120.70636946 18.1126427),2365,1365,Dingras,Peralta,120.7063695,18.1126427,
POINT (120.7230356 18.1275209),2366,1366,Dingras,Medina,120.7230356,18.1275209,
POINT (120.7199949 18.1281063),2367,1367,Dingras,Medina,120.7199949,18.1281063,
POINT (120.7165166 18.1238516),2368,1368,Dingras,Medina,120.7165166,18.1238516,
POINT (120.721782 18.1304381),2369,1369,Dingras,Medina,120.721782,18.1304381,
POINT (120.7199558 18.1270888),2370,1370,Dingras,Medina,120.7199558,18.1270888,
POINT (120.7340918 18.1258054),2371,1371,Dingras,Medina,120.7340918,18.1258054,
POINT (120.67858396 18.06456638),2372,1372,Dingras,Ver,120.678584,18.06456638,
POINT (120.678534 18.06589025),2373,1373,Dingras,Ver,120.678534,18.06589025,
POINT (120.68196323 18.06743123),2374,1374,Dingras,Ver,120.6819632,18.06743123,
POINT (120.68086795 18.06761386),2375,1375,Dingras,Ver,120.680868,18.06761386,
POINT (120.6797296 18.0683464),2376,1376,Dingras,Ver,120.6797296,18.0683464,
POINT (120.6905459 18.0876004),2377,1377,Dingras,Elizabeth,120.6905459,18.0876004,
POINT (120.6911944 18.0832593),2378,1378,Dingras,Elizabeth,120.6911944,18.0832593,
POINT (120.6900555 18.0915655),2379,1379,Dingras,Elizabeth,120.6900555,18.0915655,
POINT (120.692127 18.0848337),2380,1380,Dingras,Elizabeth,120.692127,18.0848337,
POINT (120.690278 18.0887749),2381,1381,Dingras,Elizabeth,120.690278,18.0887749,
POINT (120.7232247 18.0861029),2382,1382,Dingras,Lumbad,120.7232247,18.0861029,
POINT (120.7334586 18.0831213),2383,1383,Dingras,Lumbad,120.7334586,18.0831213,
POINT (120.7210024 18.0935917),2384,1384,Dingras,Lumbad,120.7210024,18.0935917,
POINT (120.7270729 18.0840298),2385,1385,Dingras,Lumbad,120.7270729,18.0840298,
POINT (120.7221404 18.088285),2386,1386,Dingras,Lumbad,120.7221404,18.088285,
POINT (120.7242645 18.0972301),2387,1387,Dingras,Bagut,120.7242645,18.0972301,
POINT (120.7198778 18.0961509),2388,1388,Dingras,Bagut,120.7198778,18.0961509,
POINT (120.7262256 18.0979319),2389,1389,Dingras,Bagut,120.7262256,18.0979319,
POINT (120.7282804 18.0980695),2390,1390,Dingras,Bagut,120.7282804,18.0980695,
POINT (120.72297652 18.09686477),2391,1391,Dingras,Bagut,120.7229765,18.09686477,
POINT (120.7106342 18.0587784),2392,1392,Dingras,Lanas,120.7106342,18.0587784,
POINT (120.7073917 18.0627628),2393,1393,Dingras,Lanas,120.7073917,18.0627628,
POINT (120.7064227 18.0650576),2394,1394,Dingras,Lanas,120.7064227,18.0650576,
POINT (120.7126174 18.0564312),2395,1395,Dingras,Lanas,120.7126174,18.0564312,
POINT (120.7064306 18.0640255),2396,1396,Dingras,Lanas,120.7064306,18.0640255,
POINT (120.7326209 18.1167013),2397,1397,Dingras,Espiritu,120.7326209,18.1167013,
POINT (120.7294969 18.1161499),2398,1398,Dingras,Espiritu,120.7294969,18.1161499,
POINT (120.7354394 18.118111),2399,1399,Dingras,Espiritu,120.7354394,18.118111,
POINT (120.7271613 18.1153086),2400,1400,Dingras,Espiritu,120.7271613,18.1153086,
POINT (120.6845052 18.0788907),2401,1401,Dingras,Foz,120.6845052,18.0788907,
POINT (120.6868755 18.0773906),2402,1402,Dingras,Foz,120.6868755,18.0773906,
POINT (120.6863642 18.0759991),2403,1403,Dingras,Foz,120.6863642,18.0759991,
POINT (120.6860462 18.078468),2404,1404,Dingras,Foz,120.6860462,18.078468,
POINT (120.6981207 18.0668652),2405,1405,Dingras,Bacsil,120.6981207,18.0668652,
POINT (120.6998752 18.069638),2406,1406,Dingras,Bacsil,120.6998752,18.069638,
POINT (120.6959357 18.0637543),2407,1407,Dingras,Bacsil,120.6959357,18.0637543,
POINT (120.7040873 18.0773247),2408,1408,Dingras,Bacsil,120.7040873,18.0773247,
POINT (120.70343414 18.11667345),2409,1409,Dingras,Albano,120.7034341,18.11667345,
POINT (120.70468837 18.11395484),2410,1410,Dingras,Albano,120.7046884,18.11395484,
POINT (120.70305435 18.11751346),2411,1411,Dingras,Albano,120.7030544,18.11751346,
POINT (120.70313907 18.11604373),2412,1412,Dingras,Albano,120.7031391,18.11604373,
POINT (120.70639196 18.08743306),2413,1413,Dingras,Puruganan,120.706392,18.08743306,
POINT (120.7051239 18.08060641),2414,1414,Dingras,Puruganan,120.7051239,18.08060641,
POINT (120.70725664 18.08779608),2415,1415,Dingras,Puruganan,120.7072566,18.08779608,
POINT (120.70709436 18.09156999),2416,1416,Dingras,Puruganan,120.7070944,18.09156999,
POINT (120.6876876 18.1222231),2417,1417,Dingras,Sagpatan,120.6876876,18.1222231,
POINT (120.6908743 18.1204804),2418,1418,Dingras,Sagpatan,120.6908743,18.1204804,
POINT (120.6887147 18.1217264),2419,1419,Dingras,Sagpatan,120.6887147,18.1217264,
POINT (120.6897969 18.1210411),2420,1420,Dingras,Sagpatan,120.6897969,18.1210411,
POINT (120.7066693 18.0944562),2421,1421,Dingras,San Esteban,120.7066693,18.0944562,
POINT (120.7041099 18.0973938),2422,1422,Dingras,San Esteban,120.7041099,18.0973938,
POINT (120.7054568 18.0959173),2423,1423,Dingras,San Esteban,120.7054568,18.0959173,
POINT (120.7026845 18.0985921),2424,1424,Dingras,San Esteban,120.7026845,18.0985921,
POINT (120.6711304 18.1205049),2425,1425,Dingras,Root,120.6711304,18.1205049,
POINT (120.6736682 18.1168279),2426,1426,Dingras,Root,120.6736682,18.1168279,
POINT (120.6708975 18.1190265),2427,1427,Dingras,Root,120.6708975,18.1190265,
POINT (120.6979343 18.104216),2428,1428,Dingras,San Marcos,120.6979343,18.104216,
POINT (120.6967097 18.1053164),2429,1429,Dingras,San Marcos,120.6967097,18.1053164,
POINT (120.6962025 18.1061493),2430,1430,Dingras,San Marcos,120.6962025,18.1061493,
POINT (120.6925836 18.1116757),2431,1431,Dingras,Capasan,120.6925836,18.1116757,
POINT (120.6930009 18.112603),2432,1432,Dingras,Capasan,120.6930009,18.112603,
POINT (120.6933332 18.114695),2433,1433,Dingras,Capasan,120.6933332,18.114695,
POINT (120.6949152 18.1089626),2434,1434,Dingras,Dancel,120.6949152,18.1089626,
POINT (120.6953943 18.1080212),2435,1435,Dingras,Dancel,120.6953943,18.1080212,
POINT (120.6957439 18.1071776),2436,1436,Dingras,Dancel,120.6957439,18.1071776,
POINT (120.7013998 18.1002883),2437,1437,Dingras,Mandaloque,120.7013998,18.1002883,
POINT (120.70107 18.0998043),2438,1438,Dingras,Mandaloque,120.70107,18.0998043,
POINT (120.7020198 18.1005979),2439,1439,Dingras,Mandaloque,120.7020198,18.1005979,
POINT (120.7006657 18.1015392),2440,1440,Dingras,Bungcag,120.7006657,18.1015392,
POINT (120.6995838 18.1003858),2441,1441,Dingras,Bungcag,120.6995838,18.1003858,
POINT (120.752995 18.3482489),2442,1442,Vintar,Lubnac,120.752995,18.3482489,
POINT (120.7416721 18.346246),2443,1443,Vintar,Lubnac,120.7416721,18.346246,
POINT (120.7520243 18.3489727),2444,1444,Vintar,Lubnac,120.7520243,18.3489727,
POINT (120.7518867 18.3481465),2445,1445,Vintar,Lubnac,120.7518867,18.3481465,
POINT (120.7518924 18.3475362),2446,1446,Vintar,Lubnac,120.7518924,18.3475362,
POINT (120.742051 18.3472927),2447,1447,Vintar,Lubnac,120.742051,18.3472927,
POINT (120.7402492 18.3469475),2448,1448,Vintar,Lubnac,120.7402492,18.3469475,
POINT (120.7415481 18.3451272),2449,1449,Vintar,Lubnac,120.7415481,18.3451272,
POINT (120.7599008 18.3636554),2450,1450,Vintar,Isic Isic,120.7599008,18.3636554,
POINT (120.75638056 18.36094106),2451,1451,Vintar,Isic Isic,120.7563806,18.36094106,
POINT (120.7606146 18.3633854),2452,1452,Vintar,Isic Isic,120.7606146,18.3633854,
POINT (120.7599455 18.3640455),2453,1453,Vintar,Isic Isic,120.7599455,18.3640455,
POINT (120.7594212 18.3632315),2454,1454,Vintar,Isic Isic,120.7594212,18.3632315,
POINT (120.7600919 18.3646934),2455,1455,Vintar,Isic Isic,120.7600919,18.3646934,
POINT (120.7562911 18.3614656),2456,1456,Vintar,Isic Isic,120.7562911,18.3614656,
POINT (120.75559974 18.35989011),2457,1457,Vintar,Isic Isic,120.7555997,18.35989011,
POINT (120.7883054 18.305596),2458,1458,Vintar,Ester,120.7883054,18.305596,
POINT (120.7930982 18.3249577),2459,1459,Vintar,Ester,120.7930982,18.3249577,
POINT (120.7882929 18.3053243),2460,1460,Vintar,Ester,120.7882929,18.3053243,
POINT (120.7933726 18.3252063),2461,1461,Vintar,Ester,120.7933726,18.3252063,
POINT (120.7936885 18.325548),2462,1462,Vintar,Ester,120.7936885,18.325548,
POINT (120.7883903 18.304876),2463,1463,Vintar,Ester,120.7883903,18.304876,
POINT (120.7891286 18.3052635),2464,1464,Vintar,Ester,120.7891286,18.3052635,
POINT (120.7300959 18.381343),2465,1465,Vintar,Parut,120.7300959,18.381343,
POINT (120.7348532 18.3801416),2466,1466,Vintar,Parut,120.7348532,18.3801416,
POINT (120.733394 18.3787047),2467,1467,Vintar,Parut,120.733394,18.3787047,
POINT (120.7296173 18.3806976),2468,1468,Vintar,Parut,120.7296173,18.3806976,
POINT (120.7344755 18.3804436),2469,1469,Vintar,Parut,120.7344755,18.3804436,
POINT (120.7295575 18.3815681),2470,1470,Vintar,Parut,120.7295575,18.3815681,
POINT (120.6930992 18.2602862),2471,1471,Vintar,San Ramon,120.6930992,18.2602862,
POINT (120.6926265 18.2585161),2472,1472,Vintar,San Ramon,120.6926265,18.2585161,
POINT (120.6890708 18.2544229),2473,1473,Vintar,San Ramon,120.6890708,18.2544229,
POINT (120.6927036 18.259738),2474,1474,Vintar,San Ramon,120.6927036,18.259738,
POINT (120.6914667 18.2506154),2475,1475,Vintar,San Ramon,120.6914667,18.2506154,
POINT (120.689786 18.2547682),2476,1476,Vintar,San Ramon,120.689786,18.2547682,
POINT (120.7673583 18.397992),2477,1477,Vintar,Parparoroc,120.7673583,18.397992,
POINT (120.7765435 18.3980389),2478,1478,Vintar,Parparoroc,120.7765435,18.3980389,
POINT (120.7631194 18.3985432),2479,1479,Vintar,Parparoroc,120.7631194,18.3985432,
POINT (120.7648379 18.3989439),2480,1480,Vintar,Parparoroc,120.7648379,18.3989439,
POINT (120.777015 18.3966577),2481,1481,Vintar,Parparoroc,120.777015,18.3966577,
POINT (120.7746711 18.3988004),2482,1482,Vintar,Parparoroc,120.7746711,18.3988004,
POINT (120.7194359 18.3006305),2483,1483,Vintar,Tamdagan,120.7194359,18.3006305,
POINT (120.7162692 18.3080626),2484,1484,Vintar,Tamdagan,120.7162692,18.3080626,
POINT (120.7183299 18.3049535),2485,1485,Vintar,Tamdagan,120.7183299,18.3049535,
POINT (120.7188913 18.300175),2486,1486,Vintar,Tamdagan,120.7188913,18.300175,
POINT (120.7171818 18.3070891),2487,1487,Vintar,Tamdagan,120.7171818,18.3070891,
POINT (120.7186951 18.3023077),2488,1488,Vintar,Tamdagan,120.7186951,18.3023077,
POINT (120.7320699 18.3235895),2489,1489,Vintar,Bulbulala,120.7320699,18.3235895,
POINT (120.73250048 18.32591172),2490,1490,Vintar,Bulbulala,120.7325005,18.32591172,
POINT (120.73252631 18.32766371),2491,1491,Vintar,Bulbulala,120.7325263,18.32766371,
POINT (120.73323753 18.32562492),2492,1492,Vintar,Bulbulala,120.7332375,18.32562492,
POINT (120.73456077 18.33001619),2493,1493,Vintar,Bulbulala,120.7345608,18.33001619,
POINT (120.73217024 18.32635963),2494,1494,Vintar,Bulbulala,120.7321702,18.32635963,
POINT (120.7211862 18.2126315),2495,1495,Vintar,Abkir,120.7211862,18.2126315,
POINT (120.724219 18.2062995),2496,1496,Vintar,Abkir,120.724219,18.2062995,
POINT (120.7211255 18.2143151),2497,1497,Vintar,Abkir,120.7211255,18.2143151,
POINT (120.7222954 18.205452),2498,1498,Vintar,Abkir,120.7222954,18.205452,
POINT (120.7207324 18.2131405),2499,1499,Vintar,Abkir,120.7207324,18.2131405,
POINT (120.7215369 18.2059),2500,1500,Vintar,Abkir,120.7215369,18.2059,
POINT (120.6822024 18.2907613),2501,1501,Vintar,Alejo Malasig,120.6822024,18.2907613,
POINT (120.6845938 18.2909519),2502,1502,Vintar,Alejo Malasig,120.6845938,18.2909519,
POINT (120.6853199 18.2924909),2503,1503,Vintar,Alejo Malasig,120.6853199,18.2924909,
POINT (120.6829498 18.2922666),2504,1504,Vintar,Alejo Malasig,120.6829498,18.2922666,
POINT (120.6839809 18.2930379),2505,1505,Vintar,Alejo Malasig,120.6839809,18.2930379,
POINT (120.7356141 18.3566517),2506,1506,Vintar,Dipilat,120.7356141,18.3566517,
POINT (120.733899 18.3525957),2507,1507,Vintar,Dipilat,120.733899,18.3525957,
POINT (120.7355146 18.3535231),2508,1508,Vintar,Dipilat,120.7355146,18.3535231,
POINT (120.7329198 18.353062),2509,1509,Vintar,Dipilat,120.7329198,18.353062,
POINT (120.7369825 18.3578485),2510,1510,Vintar,Dipilat,120.7369825,18.3578485,
POINT (120.7104268 18.2247321),2511,1511,Vintar,Salsalamagui,120.7104268,18.2247321,
POINT (120.7124728 18.227327),2512,1512,Vintar,Salsalamagui,120.7124728,18.227327,
POINT (120.7134786 18.2267127),2513,1513,Vintar,Salsalamagui,120.7134786,18.2267127,
POINT (120.7132826 18.2259884),2514,1514,Vintar,Salsalamagui,120.7132826,18.2259884,
POINT (120.7115196 18.2273395),2515,1515,Vintar,Salsalamagui,120.7115196,18.2273395,
POINT (120.7086723 18.2976163),2516,1516,Vintar,Visaya,120.7086723,18.2976163,
POINT (120.705956 18.295574),2517,1517,Vintar,Visaya,120.705956,18.295574,
POINT (120.7083835 18.2997175),2518,1518,Vintar,Visaya,120.7083835,18.2997175,
POINT (120.7075721 18.297759),2519,1519,Vintar,Visaya,120.7075721,18.297759,
POINT (120.7082667 18.298063),2520,1520,Vintar,Visaya,120.7082667,18.298063,
POINT (120.6913122 18.2495379),2521,1521,Vintar,San Nicolas,120.6913122,18.2495379,
POINT (120.67628283 18.24472994),2522,1522,Vintar,San Nicolas,120.6762828,18.24472994,
POINT (120.67646058 18.2449533),2523,1523,Vintar,San Nicolas,120.6764606,18.2449533,
POINT (120.6917915 18.2573806),2524,1524,Vintar,San Nicolas,120.6917915,18.2573806,
POINT (120.6920563 18.2492578),2525,1525,Vintar,San Nicolas,120.6920563,18.2492578,
POINT (120.73190534 18.34553855),2526,1526,Vintar,San Roque,120.7319053,18.34553855,
POINT (120.7248899 18.34085716),2527,1527,Vintar,San Roque,120.7248899,18.34085716,
POINT (120.72342178 18.34254072),2528,1528,Vintar,San Roque,120.7234218,18.34254072,
POINT (120.73202219 18.34607334),2529,1529,Vintar,San Roque,120.7320222,18.34607334,
POINT (120.72909232 18.34316863),2530,1530,Vintar,San Roque,120.7290923,18.34316863,
POINT (120.674927 18.2281511),2531,1531,Vintar,Santa Maria,120.674927,18.2281511,
POINT (120.6753607 18.2325048),2532,1532,Vintar,Santa Maria,120.6753607,18.2325048,
POINT (120.6731546 18.2284236),2533,1533,Vintar,Santa Maria,120.6731546,18.2284236,
POINT (120.6745538 18.2306351),2534,1534,Vintar,Santa Maria,120.6745538,18.2306351,
POINT (120.6752641 18.2297868),2535,1535,Vintar,Santa Maria,120.6752641,18.2297868,
POINT (120.6944083 18.215932),2536,1536,Vintar,Pedro F. Alviar,120.6944083,18.215932,
POINT (120.692586 18.2163279),2537,1537,Vintar,Pedro F. Alviar,120.692586,18.2163279,
POINT (120.6918904 18.2158777),2538,1538,Vintar,Pedro F. Alviar,120.6918904,18.2158777,
POINT (120.691285 18.2165309),2539,1539,Vintar,Pedro F. Alviar,120.691285,18.2165309,
POINT (120.6579356 18.2662219),2540,1540,Vintar,San Pedro,120.6579356,18.2662219,
POINT (120.6585278 18.2654672),2541,1541,Vintar,San Pedro,120.6585278,18.2654672,
POINT (120.6590758 18.2668459),2542,1542,Vintar,San Pedro,120.6590758,18.2668459,
POINT (120.660278 18.2670073),2543,1543,Vintar,San Pedro,120.660278,18.2670073,
POINT (120.6429113 18.231725),2544,1544,Vintar,San Jose,120.6429113,18.231725,
POINT (120.64394804 18.23180106),2545,1545,Vintar,San Jose,120.643948,18.23180106,
POINT (120.6449706 18.2308763),2546,1546,Vintar,San Jose,120.6449706,18.2308763,
POINT (120.6440252 18.230539),2547,1547,Vintar,San Jose,120.6440252,18.230539,
POINT (120.62751 18.2282055),2548,1548,Vintar,Namoroc,120.62751,18.2282055,
POINT (120.626346 18.229415),2549,1549,Vintar,Namoroc,120.626346,18.229415,
POINT (120.62591584 18.22985196),2550,1550,Vintar,Namoroc,120.6259158,18.22985196,
POINT (120.6292728 18.2268136),2551,1551,Vintar,Namoroc,120.6292728,18.2268136,
POINT (120.73319326 18.33582851),2552,1552,Vintar,Columbia,120.7331933,18.33582851,
POINT (120.73389733 18.33608994),2553,1553,Vintar,Columbia,120.7338973,18.33608994,
POINT (120.73215588 18.33486347),2554,1554,Vintar,Columbia,120.7321559,18.33486347,
POINT (120.7328415 18.3365988),2555,1555,Vintar,Columbia,120.7328415,18.3365988,
POINT (120.6708262 18.2198575),2556,1556,Vintar,Margaay,120.6708262,18.2198575,
POINT (120.6607078 18.2246253),2557,1557,Vintar,Margaay,120.6607078,18.2246253,
POINT (120.6698905 18.2206074),2558,1558,Vintar,Margaay,120.6698905,18.2206074,
POINT (120.6702611 18.2215987),2559,1559,Vintar,Margaay,120.6702611,18.2215987,
POINT (120.65452312 18.25010636),2560,1560,Vintar,Cabisocolan,120.6545231,18.25010636,
POINT (120.6536606 18.2496586),2561,1561,Vintar,Cabisocolan,120.6536606,18.2496586,
POINT (120.6528035 18.2487758),2562,1562,Vintar,Cabisocolan,120.6528035,18.2487758,
POINT (120.7119512 18.2134237),2563,1563,Vintar,Canaam,120.7119512,18.2134237,
POINT (120.7089831 18.2131467),2564,1564,Vintar,Canaam,120.7089831,18.2131467,
POINT (120.7066087 18.2138037),2565,1565,Vintar,Canaam,120.7066087,18.2138037,
POINT (120.66465493 18.2423673),2566,1566,Vintar,Malampa,120.6646549,18.2423673,
POINT (120.66477989 18.24172188),2567,1567,Vintar,Malampa,120.6647799,18.24172188,
POINT (120.66710455 18.24276613),2568,1568,Vintar,Malampa,120.6671046,18.24276613,
POINT (120.663956 18.2590058),2569,1569,Vintar,Mabanbanag,120.663956,18.2590058,
POINT (120.6608895 18.2585666),2570,1570,Vintar,Mabanbanag,120.6608895,18.2585666,
POINT (120.6588024 18.2578343),2571,1571,Vintar,Mabanbanag,120.6588024,18.2578343,
POINT (120.6625771 18.2543851),2572,1572,Vintar,Manarang,120.6625771,18.2543851,
POINT (120.6606307 18.2537147),2573,1573,Vintar,Manarang,120.6606307,18.2537147,
POINT (120.6617476 18.2536699),2574,1574,Vintar,Manarang,120.6617476,18.2536699,
POINT (120.6385443 18.2216279),2575,1575,Vintar,Dagupan,120.6385443,18.2216279,
POINT (120.6395191 18.2219935),2576,1576,Vintar,Dagupan,120.6395191,18.2219935,
POINT (120.6419892 18.2245553),2577,1577,Vintar,Dagupan,120.6419892,18.2245553,
POINT (120.6529714 18.218067),2578,1578,Vintar,Cabangaran,120.6529714,18.218067,
POINT (120.65253418 18.21697241),2579,1579,Vintar,Cabangaran,120.6525342,18.21697241,
POINT (120.6527669 18.2175204),2580,1580,Vintar,Cabangaran,120.6527669,18.2175204,
POINT (120.6535452 18.2260462),2581,1581,Vintar,Alsem,120.6535452,18.2260462,
POINT (120.6570766 18.224738),2582,1582,Vintar,Alsem,120.6570766,18.224738,
POINT (120.6493262 18.2288765),2583,1583,Vintar,Cabayo,120.6493262,18.2288765,
POINT (120.6486816 18.2266192),2584,1584,Vintar,Cabayo,120.6486816,18.2266192,
POINT (120.6462631 18.2281961),2585,1585,Vintar,Bago,120.6462631,18.2281961,
POINT (120.6475996 18.229919),2586,1586,Vintar,Bago,120.6475996,18.229919,
POINT (120.645753 18.2306368),2587,1587,Vintar,Esperanza,120.645753,18.2306368,
POINT (120.6455549 18.2284425),2588,1588,Vintar,Esperanza,120.6455549,18.2284425,
POINT (120.6710124 18.0764597),2589,1589,Marcos,Lydia,120.6710124,18.0764597,
POINT (120.6677757 18.0685647),2590,1590,Marcos,Lydia,120.6677757,18.0685647,
POINT (120.6677433 18.0644281),2591,1591,Marcos,Lydia,120.6677433,18.0644281,
POINT (120.6661557 18.072027),2592,1592,Marcos,Lydia,120.6661557,18.072027,
POINT (120.6641738 18.066241),2593,1593,Marcos,Lydia,120.6641738,18.066241,
POINT (120.6627468 18.0645709),2594,1594,Marcos,Lydia,120.6627468,18.0645709,
POINT (120.669563 18.0718224),2595,1595,Marcos,Lydia,120.669563,18.0718224,
POINT (120.6590323 18.0682786),2596,1596,Marcos,Lydia,120.6590323,18.0682786,
POINT (120.6653944 18.0656982),2597,1597,Marcos,Lydia,120.6653944,18.0656982,
POINT (120.6694472 18.0723137),2598,1598,Marcos,Lydia,120.6694472,18.0723137,
POINT (120.72416227 18.00972434),2599,1599,Marcos,Escoda,120.7241623,18.00972434,
POINT (120.69591568 18.03290623),2600,1600,Marcos,Escoda,120.6959157,18.03290623,
POINT (120.712525 18.01895435),2601,1601,Marcos,Escoda,120.712525,18.01895435,
POINT (120.70499507 18.01612152),2602,1602,Marcos,Escoda,120.7049951,18.01612152,
POINT (120.70669384 18.01517544),2603,1603,Marcos,Escoda,120.7066938,18.01517544,
POINT (120.72362036 18.01501009),2604,1604,Marcos,Escoda,120.7236204,18.01501009,
POINT (120.72493429 18.00887505),2605,1605,Marcos,Escoda,120.7249343,18.00887505,
POINT (120.72325961 18.01533516),2606,1606,Marcos,Escoda,120.7232596,18.01533516,
POINT (120.72388591 18.00951586),2607,1607,Marcos,Escoda,120.7238859,18.00951586,
POINT (120.6645089 18.0483611),2608,1608,Marcos,Pacifico,120.6645089,18.0483611,
POINT (120.6640462 18.0477664),2609,1609,Marcos,Pacifico,120.6640462,18.0477664,
POINT (120.6692558 18.0574496),2610,1610,Marcos,Pacifico,120.6692558,18.0574496,
POINT (120.6696313 18.0581149),2611,1611,Marcos,Pacifico,120.6696313,18.0581149,
POINT (120.6616024 18.0491891),2612,1612,Marcos,Pacifico,120.6616024,18.0491891,
POINT (120.6682087 18.0539961),2613,1613,Marcos,Pacifico,120.6682087,18.0539961,
POINT (120.6613504 18.0478786),2614,1614,Marcos,Pacifico,120.6613504,18.0478786,
POINT (120.66634237 18.05081964),2615,1615,Marcos,Pacifico,120.6663424,18.05081964,
POINT (120.7263087 18.0219404),2616,1616,Marcos,Daquioag,120.7263087,18.0219404,
POINT (120.6952832 18.0400523),2617,1617,Marcos,Daquioag,120.6952832,18.0400523,
POINT (120.7254179 18.0208941),2618,1618,Marcos,Daquioag,120.7254179,18.0208941,
POINT (120.6969447 18.0411507),2619,1619,Marcos,Daquioag,120.6969447,18.0411507,
POINT (120.7142736 18.0260697),2620,1620,Marcos,Daquioag,120.7142736,18.0260697,
POINT (120.7151686 18.0256813),2621,1621,Marcos,Daquioag,120.7151686,18.0256813,
POINT (120.7256761 18.0198679),2622,1622,Marcos,Daquioag,120.7256761,18.0198679,
POINT (120.7270285 18.0198191),2623,1623,Marcos,Daquioag,120.7270285,18.0198191,
POINT (120.7172448 17.9900679),2624,1624,Marcos,Tabucbuc,120.7172448,17.9900679,
POINT (120.722467 17.9820658),2625,1625,Marcos,Tabucbuc,120.722467,17.9820658,
POINT (120.7207622 17.983813),2626,1626,Marcos,Tabucbuc,120.7207622,17.983813,
POINT (120.7168021 17.9910316),2627,1627,Marcos,Tabucbuc,120.7168021,17.9910316,
POINT (120.7181437 17.9884753),2628,1628,Marcos,Tabucbuc,120.7181437,17.9884753,
POINT (120.7102659 17.9986754),2629,1629,Marcos,Tabucbuc,120.7102659,17.9986754,
POINT (120.7194348 17.9855912),2630,1630,Marcos,Tabucbuc,120.7194348,17.9855912,
POINT (120.6954305 18.0094094),2631,1631,Marcos,Santiago,120.6954305,18.0094094,
POINT (120.6878212 18.014978),2632,1632,Marcos,Santiago,120.6878212,18.014978,
POINT (120.701849 18.0055827),2633,1633,Marcos,Santiago,120.701849,18.0055827,
POINT (120.6974995 18.0079615),2634,1634,Marcos,Santiago,120.6974995,18.0079615,
POINT (120.6855133 18.0156105),2635,1635,Marcos,Santiago,120.6855133,18.0156105,
POINT (120.7005059 18.0068944),2636,1636,Marcos,Santiago,120.7005059,18.0068944,
POINT (120.6928983 18.0118449),2637,1637,Marcos,Santiago,120.6928983,18.0118449,
POINT (120.7292765 17.9829608),2638,1638,Marcos,Elizabeth,120.7292765,17.9829608,
POINT (120.7272673 17.9833262),2639,1639,Marcos,Elizabeth,120.7272673,17.9833262,
POINT (120.7305819 17.9824226),2640,1640,Marcos,Elizabeth,120.7305819,17.9824226,
POINT (120.736348 17.9859386),2641,1641,Marcos,Elizabeth,120.736348,17.9859386,
POINT (120.7322732 17.9830351),2642,1642,Marcos,Elizabeth,120.7322732,17.9830351,
POINT (120.7343918 17.9864482),2643,1643,Marcos,Elizabeth,120.7343918,17.9864482,
POINT (120.7497416 18.0048704),2644,1644,Marcos,Mabuti,120.7497416,18.0048704,
POINT (120.7502085 18.003854),2645,1645,Marcos,Mabuti,120.7502085,18.003854,
POINT (120.7500636 18.0052688),2646,1646,Marcos,Mabuti,120.7500636,18.0052688,
POINT (120.7497772 18.0040322),2647,1647,Marcos,Mabuti,120.7497772,18.0040322,
POINT (120.7495835 18.0043995),2648,1648,Marcos,Mabuti,120.7495835,18.0043995,
POINT (120.6783736 18.0420201),2649,1649,Marcos,Fortuna,120.6783736,18.0420201,
POINT (120.6758805 18.0589122),2650,1650,Marcos,Fortuna,120.6758805,18.0589122,
POINT (120.6771113 18.061179),2651,1651,Marcos,Fortuna,120.6771113,18.061179,
POINT (120.6791646 18.0448132),2652,1652,Marcos,Fortuna,120.6791646,18.0448132,
POINT (120.6753971 18.0443471),2653,1653,Marcos,Fortuna,120.6753971,18.0443471,
POINT (120.6733761 18.0128319),2654,1654,Marcos,Valdez,120.6733761,18.0128319,
POINT (120.6798249 18.0315911),2655,1655,Marcos,Valdez,120.6798249,18.0315911,
POINT (120.674483 18.0149103),2656,1656,Marcos,Valdez,120.674483,18.0149103,
POINT (120.6735695 18.0168854),2657,1657,Marcos,Valdez,120.6735695,18.0168854,
POINT (120.674004 18.0164199),2658,1658,Marcos,Valdez,120.674004,18.0164199,
POINT (120.6822273 18.036805),2659,1659,Marcos,Ferdinand,120.6822273,18.036805,
POINT (120.6760112 18.0226124),2660,1660,Marcos,Ferdinand,120.6760112,18.0226124,
